protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,subject,split,shape_norm,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,z_0,z_1,z_2,z_3,z_4,z_5
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,1,A,4.442518286142928,1.3606850442350036,2.033583201029074,1.9634431710211264,2.1751268652897346,2.2030710765132833,0.5560900677927886,0.3062868752795555,0.4577546044936298,0.4419662552983709,0.48961573710892203,0.49590591070499074,0.1251745140875032
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,1,B,5.209327633610475,0.8196875172307039,2.170123950327402,2.6645008644866346,2.3939380972975814,2.880648069434312,0.7919160549773262,0.15734996431057566,0.4165842701706467,0.5114865203131647,0.4595483842966493,0.5529788625404226,0.15201886129563055
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,1,F,4.683102714741704,1.0464054246024885,2.026363282698669,2.262820248404042,2.2438485374859534,2.506748459974084,0.5397582730877358,0.2234427661192571,0.4326967410558777,0.48318825920281944,0.47913716058856776,0.5352751397237597,0.11525655232558915
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,2,A,2.1002370625836586,0.6323261004985568,0.9450522563566695,1.0231898653286078,0.7931742765884675,0.7241034516536339,0.9579493265220101,0.3010736796162835,0.4499740877794481,0.4871782731373693,0.37765940365452105,0.3447722471685459,0.45611485655031964
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,2,B,1.7655286489665243,0.4647241008698461,0.7123492221701404,0.6734089431988945,0.8354048709117305,0.6301746501168901,0.919336996586468,0.26322093450133394,0.4034764446258765,0.38142056975007654,0.47317548282252225,0.35693255415921527,0.5207148562129615
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,2,F,1.7557772394130844,0.47940189305839953,0.73611272138583,0.7731009945618632,0.7554012764300229,0.5944602504232339,0.8884629284495202,0.2730425490756746,0.4192517734378966,0.4403183827694981,0.4302375378111952,0.33857384472186697,0.506022579918232
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,3,A,4.285678507067046,1.3042801630634184,1.5896248017783927,2.2351263709966713,1.6482663180434491,2.2485966571214138,1.1705673136594206,0.3043345787400226,0.37091555028150514,0.5215338405134607,0.38459868497496313,0.5246769335155443,0.2731346534111612
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,3,B,3.8372513475718284,1.320570283490264,1.3805669791794348,1.8034428086559917,1.6086373894886021,2.078834173520822,0.9554868449392225,0.3441448484540651,0.3597801796468305,0.4699829761730857,0.4192160595647535,0.5417508485172038,0.24900293423412162
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,3,F,3.972265733768145,1.2678598682321225,1.4427368186750635,1.9877668206273664,1.595558616315028,2.1367146378349693,1.013589271555289,0.31917800902746085,0.3632024933302898,0.5004113404925062,0.40167469229241604,0.5379082823364018,0.2551665320219613
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,4,A,2.8343443929467917,0.5658914209277924,1.5039134443828273,1.412423640661489,1.3350006434414343,1.178348345839447,0.5346468989181203,0.1996551380051068,0.5306036373438899,0.49832463696940865,0.47100862081670675,0.4157392971622442,0.18863159334080157
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,4,B,2.897012587474981,0.594842692398939,1.4240055885570873,1.327944332938658,1.4615060534268915,1.3356320245721807,0.5724536543652435,0.20532968858012468,0.49154276882111936,0.4583840397103992,0.504487298310544,0.4610377015090258,0.19760136936933048
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,4,F,2.7607465366470185,0.49865443963434697,1.4327380018991132,1.3362551267730616,1.3552736844694089,1.2090768224878015,0.48591740145401735,0.18062304272234012,0.5189675991187521,0.48401948858223326,0.49090840701204524,0.4379528531279982,0.17600942172843353
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,5,A,1.3914128825840102,0.4524470905084552,0.5370821366891019,0.6184254501952293,0.4985450230710487,0.6173847888383311,0.6562797144462199,0.3251709799238096,0.38599767431481585,0.44445862039651646,0.35830128447940957,0.4437107033907708,0.4716642505331952
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,5,B,1.5096676444162342,0.43119898802263606,0.5510540915315995,0.7083208460083643,0.6039012048758556,0.7387901165712546,0.6142290249149066,0.28562511067750557,0.3650168257694122,0.4691899231120247,0.40002261895821123,0.48937269027643077,0.40686374062975944
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,5,F,1.2350998066438095,0.35149579163707584,0.47544907740817094,0.568565298779204,0.4810596726730032,0.5823305848105479,0.5311088381591696,0.28458897794843857,0.3849479004454947,0.46033955775945856,0.38949052545009105,0.4714846376609354,0.43001289070101534
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,6,A,2.2153133776423806,0.6967481218667442,1.1816905941922453,0.8872332732852319,1.0146409679478887,0.7932648540597149,0.761455482405242,0.31451447406878824,0.5334191569094593,0.4005001198654155,0.4580123869552522,0.35808245554131807,0.34372359689156545
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,6,B,2.1781118976562954,0.6132058301670985,1.1101901765119662,0.695291135573485,0.9982893629266825,0.6867185752226784,1.0881332655708233,0.28153091254261264,0.5097030036457536,0.3192173626716039,0.4583278590970774,0.31528158675484275,0.49957638390464826
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,6,F,1.9832153064352736,0.5562145699199453,1.072539022150177,0.6775619305859665,0.9313782957374873,0.6375430891893333,0.860471649579312,0.28046101102341336,0.5408081607024353,0.34164819542657165,0.4696304494601705,0.32146942751026053,0.43387707163573935
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,7,A,3.2830710764690894,0.7248995390832614,1.3943629649473472,1.7620490681614125,1.2728022562721282,1.5805181394995926,1.0420883752834247,0.2207992218867475,0.4247129996487834,0.5367075604273785,0.387686476054309,0.48141453617246216,0.31741267581821
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,7,B,2.928498349309107,0.6479321529709194,1.0950158084979074,1.4628211616156939,1.1305046457695687,1.5408538989077185,1.079402447392039,0.2212506464699835,0.3739171677376032,0.4995123736234318,0.3860356096961018,0.5261583634736341,0.36858564309817426
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,7,F,3.0022808261519907,0.6104204373228967,1.2043690223266867,1.5798189062327945,1.1650531345592559,1.5250985211350732,1.005718760306749,0.20331890075228898,0.40115135527488976,0.5262062404260966,0.38805601541695184,0.5079799690456621,0.33498490599088093
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,8,A,3.430340686954901,1.2860630549109788,1.002092867881671,1.9777566340934907,0.8659472852646617,1.5338239386206203,1.447441554007701,0.37490825905476216,0.29212633943109145,0.5765481666630426,0.25243769184726644,0.4471345789220106,0.4219527114353731
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,8,B,3.513532455300936,1.375561341579615,1.006887978684094,1.9938306082982529,0.9443746054294707,1.5754688127149907,1.4455490439903935,0.3915038096501082,0.286574264360354,0.5674718061277962,0.2687820925076909,0.44840024469904916,0.41142327910176696
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,8,F,3.3946872377183372,1.2996089793404622,0.9708647833955235,1.9617282890223322,0.8616598930156372,1.5221093115904605,1.4087892345894637,0.3828361461110524,0.2859953555097077,0.5778818935734603,0.25382600300897895,0.4483798373759793,0.41499824164548066
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,9,A,6.750365075938746,2.609117240804867,2.983852863451995,4.281646515066226,1.3775727830128623,2.2197496909972876,2.1677328313928657,0.38651498273847473,0.4420283688193031,0.6342836967926205,0.20407381934395433,0.32883402097902026,0.32112823632600457
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,9,B,6.0309648221977366,2.250388828908476,2.6885719945541418,3.8318805183929627,1.1993986273567168,1.9652158804758104,2.02384006383673,0.3731391071335108,0.44579467362477543,0.6353677448572137,0.19887342452109436,0.32585430995096876,0.3355748414230055
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,9,F,6.295915764665824,2.378031305817377,2.801786302574738,4.032111428232423,1.2184612750154806,2.039438196383882,2.057094391067245,0.3777101528523387,0.44501648486134915,0.6404328740961865,0.19353201671689685,0.32393034986740044,0.32673473851288604
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,LE,1,A,4.014144230959206,1.1293028067660755,1.8727917836983408,1.791647204756939,1.9931491987827052,1.9821659359879122,0.4680328832176243,0.2813308993872951,0.46654820453494883,0.4463335400205122,0.4965315355164578,0.49379539496872055,0.11659593086065688
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,LE,1,B,4.673813184326996,0.6937560589142906,1.9228989220068484,2.4074365729767617,2.1321153201297554,2.6137884076912536,0.7015237109565067,0.14843470022308727,0.41141972222061235,0.515090457840672,0.4561832568061379,0.5592410959976409,0.1500966519819346
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,LE,1,F,4.2324780150166745,0.8788671101040447,1.8434651561968352,2.062874394856453,2.0309709265237275,2.270480771544593,0.4557656864796568,0.20764835800348092,0.43555221070405786,0.4873916385477849,0.47985386322573165,0.5364424253331055,0.10768294244237468
