protocol,split,target_subject,condition,balanced_accuracy,accuracy,macro_f1,evaluation_n,confusion_matrix_json,recall_left_hand,recall_right_hand,recall_feet,recall_tongue
T2,SUBJECT_AVERAGE,1,MOV_LEN,0.29166666666666663,0.2916666666666667,0.26823390408253567,288,"[[39,23,1,9],[47,16,2,7],[33,19,5,15],[25,21,2,24]]",0.5416666666666666,0.2222222222222222,0.06944444444444445,0.3333333333333333
T2,SUBJECT_AVERAGE,1,MOV_GRAM,0.26041666666666663,0.2604166666666667,0.2521763694980769,288,"[[34,19,12,7],[44,12,9,7],[36,12,13,11],[30,21,5,16]]",0.4722222222222222,0.16666666666666666,0.18055555555555555,0.2222222222222222
T2,SUBJECT_AVERAGE,1,MOV_SENSOR,0.33333333333333337,0.3333333333333333,0.33011036799959964,288,"[[29,15,18,10],[19,13,23,17],[10,13,25,24],[9,15,19,29]]",0.4027777777777778,0.18055555555555555,0.3472222222222222,0.4027777777777778
T2,SUBJECT_AVERAGE,2,MOV_LEN,0.2534722222222222,0.2534722222222222,0.23666948038280491,288,"[[24,10,21,17],[21,5,19,27],[10,11,13,38],[18,9,14,31]]",0.3333333333333333,0.06944444444444445,0.18055555555555555,0.4305555555555556
T2,SUBJECT_AVERAGE,2,MOV_GRAM,0.2534722222222222,0.2534722222222222,0.2433078504075879,288,"[[25,15,17,15],[21,12,13,26],[21,7,9,35],[23,6,16,27]]",0.3472222222222222,0.16666666666666666,0.125,0.375
T2,SUBJECT_AVERAGE,2,MOV_SENSOR,0.2881944444444444,0.2881944444444444,0.2839397511811305,288,"[[14,20,10,28],[8,16,18,30],[9,14,25,24],[13,13,18,28]]",0.19444444444444445,0.2222222222222222,0.3472222222222222,0.3888888888888889
T2,SUBJECT_AVERAGE,3,MOV_LEN,0.2673611111111111,0.2673611111111111,0.23140743130816582,288,"[[45,7,11,9],[47,4,13,8],[46,5,10,11],[40,6,8,18]]",0.625,0.05555555555555555,0.1388888888888889,0.25
T2,SUBJECT_AVERAGE,3,MOV_GRAM,0.24652777777777776,0.2465277777777778,0.23983244091241135,288,"[[26,28,11,7],[28,22,15,7],[33,21,7,11],[20,20,16,16]]",0.3611111111111111,0.3055555555555556,0.09722222222222222,0.2222222222222222
T2,SUBJECT_AVERAGE,3,MOV_SENSOR,0.2847222222222222,0.2847222222222222,0.2835101044814069,288,"[[21,14,22,15],[22,17,21,12],[21,11,25,15],[15,16,22,19]]",0.2916666666666667,0.2361111111111111,0.3472222222222222,0.2638888888888889
T2,SUBJECT_AVERAGE,4,MOV_LEN,0.2604166666666667,0.2604166666666667,0.2338364310376106,288,"[[36,25,0,11],[41,15,6,10],[41,15,3,13],[37,13,1,21]]",0.5,0.20833333333333334,0.041666666666666664,0.2916666666666667
T2,SUBJECT_AVERAGE,4,MOV_GRAM,0.2743055555555556,0.2743055555555556,0.26168222933600954,288,"[[26,35,4,7],[27,29,4,12],[26,27,8,11],[29,26,1,16]]",0.3611111111111111,0.4027777777777778,0.1111111111111111,0.2222222222222222
T2,SUBJECT_AVERAGE,4,MOV_SENSOR,0.2638888888888889,0.2638888888888889,0.2629106221528263,288,"[[15,17,28,12],[13,16,26,17],[18,13,22,19],[13,15,21,23]]",0.20833333333333334,0.2222222222222222,0.3055555555555556,0.3194444444444444
T2,SUBJECT_AVERAGE,5,MOV_LEN,0.26388888888888884,0.2638888888888889,0.17937172295240097,288,"[[59,8,2,3],[58,13,0,1],[62,5,2,3],[49,18,3,2]]",0.8194444444444444,0.18055555555555555,0.027777777777777776,0.027777777777777776
T2,SUBJECT_AVERAGE,5,MOV_GRAM,0.26041666666666663,0.2604166666666667,0.18641597277710026,288,"[[48,18,3,3],[41,25,5,1],[46,22,1,3],[45,21,5,1]]",0.6666666666666666,0.3472222222222222,0.013888888888888888,0.013888888888888888
