row_cell,S1-left_hand,S1-right_hand,S1-feet,S1-tongue,S2-left_hand,S2-right_hand,S2-feet,S2-tongue,S3-left_hand,S3-right_hand,S3-feet,S3-tongue,S4-left_hand,S4-right_hand,S4-feet,S4-tongue,S5-left_hand,S5-right_hand,S5-feet,S5-tongue,S6-left_hand,S6-right_hand,S6-feet,S6-tongue,S7-left_hand,S7-right_hand,S7-feet,S7-tongue,S8-left_hand,S8-right_hand,S8-feet,S8-tongue,S9-left_hand,S9-right_hand,S9-feet,S9-tongue
S1-left_hand,0.5055301888614735,0.5169958588762955,1.511421454586874,2.153452651078667,1.3271354833509708,1.5288632349294171,2.2444441897850806,1.6833940073651252,0.8571338902617615,0.8364992025045895,1.7615122084129144,2.564998780209198,0.8195457923757389,1.4268202349833787,2.404751413261098,2.690943493955408,0.7038539085773601,0.8415731750639954,0.903969639972176,0.9455600919351062,0.950534609890695,0.9106205048314704,1.57504976441299,1.1601845051014716,0.8470698618403083,0.829945714115912,0.957409514835285,1.3918620332276301,1.0265189360501472,0.8514921696354629,0.7706206544390753,1.57484198837203,4.047204104381125,1.0908619488548812,1.1706431033472855,1.9145501098451982
S1-right_hand,0.6632640554907561,0.5475016794310374,1.5948402341176846,2.1113439018564857,1.282012403314546,1.4732503047316654,2.11632444322776,1.7492002895545482,0.9481654126265909,0.8505675445826101,1.7970414061650815,2.556984673156677,0.7768165639684593,1.4612790053066627,2.2898011399196925,2.6367438414748605,0.681907583801874,0.7219455641866354,0.9160496935356471,0.9297813153973343,1.0369660274128787,0.8823293521616532,1.7521934576893288,1.1612187199117154,0.8967671431346071,0.7748141489491974,0.8274562581096152,1.4412831641684287,1.1979747751661498,0.8164501156030317,0.8611305650733516,1.6278491505970119,3.9240319706441005,1.032534592372731,1.264868116710307,1.9021420726108367
S1-feet,1.8080036158004982,2.0243414565454416,0.7236640787343717,0.6421050598893918,0.717536870444576,0.7942927821452387,0.7558288114060332,0.8022413122833585,1.6078863563763588,1.801753719528605,1.0831958084184,1.2994360957138864,1.1289311694196331,1.2054283998549742,1.1146577271979627,1.405089031560016,1.1014708442231178,0.968376690085483,1.0751616632462648,0.8230607932636482,1.0718350330977202,1.2226143130621012,1.1651989539549594,1.5093799086675712,1.7603250849803325,1.6342780234247254,1.2581190237932152,1.0634939280242859,1.9575574022129345,1.706036261244721,1.2423129135922817,1.0622703882923317,8.16794309547258,1.2076727607261657,2.04479208001027,1.0866732401046908
S1-tongue,2.3216829260955016,2.5194452280076605,0.7263052395611581,0.658937847595932,0.7936988989544248,0.8213183820728007,0.8857402526304112,0.779681341778737,2.0019900538712085,2.231204545730008,1.0680802501527893,1.0990077531930549,1.7282670959887596,1.3131798331351265,1.0758052385672343,1.2879528140818708,1.582812185507386,1.4163243849691802,1.4703464312181802,1.0288096974598389,1.483048709801405,1.6534513739496044,1.306144453891004,1.8014023696438843,2.088717284384716,2.1331973498300156,1.8462415077725352,1.2944952704870016,2.3928970805375793,2.2198791792120427,1.606216255007727,0.9331203919896904,9.828337449916273,1.5866600380529101,2.4934373356650905,1.040214634111896
S2-left_hand,2.33707483138292,2.57968764334969,1.2065465222656175,1.0008813014143352,0.7916127440004055,0.9131554601633203,0.8003469444592693,0.6277373135144345,1.9684430775232653,2.1254071722380976,1.0033971570035818,0.7671994566360577,1.8897283371142148,1.542362456983434,0.7029911318744188,0.9296307517269893,1.6504364812164583,1.5479884658143999,1.4741986535691443,1.2485909669500332,1.5222640986185412,1.740847935556361,1.155632359370044,2.0723723818789725,2.2410982708518854,2.215067639565612,2.3306703496350676,1.136401614570706,2.474066752196476,2.2510657982213327,1.7407912292917385,1.0672216341500742,9.467212884055762,1.6999632926082975,2.7798922751308743,0.9759697593846469
S2-right_hand,2.725648483584733,2.9586141150059517,1.309601652978814,0.9947486351547871,0.8059719476947248,0.7291521709715941,0.8965772853870145,0.6589287689118933,2.2198101396152827,2.4854926465627436,1.2646291051442753,0.9163361653437551,2.0341146326764448,1.4721262773138892,0.918214768760132,1.0496217289769858,1.858759859944468,1.7112292816413472,1.612052508304065,1.4416493569922708,1.820528024654445,2.044733131129195,1.3115862671938954,2.244947004099073,2.37774336654588,2.387421192070193,2.259182332436468,1.3302948596408994,2.756373192485493,2.266855979461159,1.905851081773237,0.9910663056906758,10.31135362012849,1.9551924248342494,3.2961064208902897,1.1195689266032438
S2-feet,3.696282874548778,4.012662834291904,1.7670910549404906,1.16515009983107,1.222971899041658,1.2615721289714488,0.680488876748193,0.9521425310758145,3.0366395428408075,3.3141217405610175,1.6030593461487639,1.082699318211362,2.7343339449972057,2.2167488809896576,0.9043711772275326,1.0557676412644637,2.568832368130614,2.294661963054482,2.3223982506719842,1.989250508256353,2.3681097634750268,2.589516478170079,1.801832578283877,3.0250137997816724,3.273754866359218,3.221989291725262,3.062339898375086,1.8066473406721715,3.8269171722291926,3.271597196707229,2.832799837105783,1.4373134264264888,11.945092613951468,2.514685564343705,4.061589421626467,1.418641967184044
S2-tongue,2.9046544598464132,3.0324101895517086,1.4027763095508956,0.9761197303222319,0.9000599314987255,0.9026875014527458,0.7453914265814884,0.7168311574563655,2.2501578020040713,2.4595474440470775,1.1083486380738319,0.8657944743103546,2.0851727579508563,1.723523310962706,0.6682265124404085,0.9595522199657434,1.9298631954046674,1.7520272484643327,1.8955598851853148,1.425379731015006,1.7494929312570997,1.977522177036104,1.436638328145194,2.3404291376068125,2.528917934959222,2.559443314237293,2.477962837618624,1.4049511382072444,2.9524258556181073,2.527347840771769,2.068027897781574,1.0560930307104894,10.361582064283546,1.901967137693577,3.060147568619378,1.0308685077306443
S3-left_hand,0.8508094297716022,0.9178437546222856,1.4612083975384678,2.0214256217378814,1.209279580720215,1.3627694801493482,2.021644002737189,1.4796458876150689,0.45192824134578286,0.6085156178676749,1.1029154847294034,1.9254779533717115,0.8999067806692757,1.3259135764031058,1.8361543676757068,2.2999011376531078,0.7660609545729469,0.8969497609753441,1.0129925579074721,0.9501170336722035,0.9524912981623611,0.9534057033673753,1.41295924760394,1.1138752869908417,0.9394227554874148,0.9297574466396945,1.0370547258211202,1.2656744579811743,1.1048585945765248,0.9807892204237013,0.796171023869811,1.3892761515622478,4.665967924119507,1.0466149225889807,1.2100925726880136,1.711662030790629
S3-right_hand,1.0393762381322877,1.0377728878729982,1.6519462711234374,2.23550820850759,1.4161675520359363,1.582430674964904,2.279592081018103,1.5825145953478106,0.6389885751112373,0.47014947279342456,1.1990542022449127,1.9992205021011535,1.137633734012205,1.4848865034191447,2.0030307337445605,2.330695015020383,0.9569295203418697,1.165222892851971,1.1263312210331726,1.2410411614465529,1.1205855461370204,1.2593921559234786,1.4542919929941205,1.4416607165912405,1.0238000309669537,1.0461513958404338,1.3935261604465017,1.3883742487670432,1.2806716965413971,1.122582834643617,0.894509631261245,1.5573311939424737,4.716979326951252,1.2977001198945315,1.5454093505376376,1.9275523238231957
