row_cell,column_cell,distance,objective,determinant,gradient_norm,best_start_index,second_best_objective,objective_spread
0,0,0.4688124283489029,0.21978509297439525,-1,1.249936990583187e-07,5,0.2211557801913971,0.0037729240597716707
0,1,0.4560842335837423,0.20801282812366959,-1,6.748694745162002e-07,1,0.20801282812561164,0.014810838967119017
0,2,0.9059359349754108,0.8207199182797718,1,4.0710366111760764e-07,3,0.826066204120525,0.014773808967336821
0,3,1.1588790728005856,1.3430007053751447,1,4.377529187775811e-07,2,1.3430007053952167,0.01477958333564211
0,4,0.9234394513556993,0.8527404203201149,1,3.533134612610525e-07,4,0.8527989643850189,0.007122037806769899
0,5,0.9789936867321442,0.9584286386613956,1,3.586792859859016e-07,2,0.96189123551823,0.010788665544346543
0,6,1.2345196531421017,1.524038773994095,1,3.165981797944894e-07,1,1.5240387740015342,0.00774758116816554
0,7,1.0661125219861007,1.1365959095355642,-1,3.4762584257387017e-07,3,1.1365959095507518,0.0038494841469809415
0,8,0.5929176942328067,0.35155139213434805,-1,3.1555175006784605e-07,4,0.35442771030908643,0.007052737235498985
0,9,0.571967747971913,0.3271471047200618,1,5.400499697601225e-07,3,0.32714710472159764,0.009471829868607728
0,10,1.0347675533966556,1.0707438895625003,-1,2.3602061387691436e-07,0,1.0707438895663504,0.022050092990233416
0,11,1.3546283756842576,1.83501803620897,-1,8.96128612171478e-07,5,1.8390971032813166,0.006282648472551333
0,12,0.5302397610068611,0.28115420415261316,-1,5.45014157666432e-07,4,0.2866764535667042,0.009209937981930205
0,13,0.8115376918941921,0.6585934253649527,1,4.835837505153434e-07,1,0.6596965387147945,0.006439663163925302
0,14,1.2911870700499708,1.667164049864228,-1,4.03376426999796e-07,2,1.6671640498652431,0.004104697751970754
0,15,1.356014156320476,1.838774392141532,-1,2.8853880656188637e-07,2,1.8387743921416018,0.006267386626497284
0,16,0.50778578582522,0.25784640428613625,-1,6.042347026649815e-08,0,0.25784640428669203,0.009872173024600084
0,17,0.6183214112582818,0.3823213676204333,-1,6.088816036896539e-07,4,0.3827470260163953,0.00610096293278245
0,18,0.5946085162889694,0.3535592876433695,1,1.5277638270471572e-07,4,0.35882389296959577,0.009384905397187393
0,19,0.6522095242141599,0.42537726347566085,-1,1.903840538636845e-07,5,0.4280778281283022,0.00666379106536702
0,20,0.62494106305992,0.390551332298463,1,4.898444772375912e-07,5,0.392287649565691,0.004350202316802887
0,21,0.5991496160220406,0.35898026237935876,1,3.7604837201737043e-07,2,0.3589802623808485,0.00486442383539587
0,22,0.9462402309896374,0.8953705747433224,-1,1.6975661251200418e-07,3,0.9021151473147735,0.03547547336935741
0,23,0.6413350392950895,0.411310632627634,-1,2.3429261572123714e-07,5,0.4163131014522422,0.00768725724167707
0,24,0.5324995573471463,0.28355577857490666,1,5.227130204691958e-07,3,0.28355577858634484,0.006702859659283966
0,25,0.4809331619962387,0.23129670630770038,1,1.3462650416557652e-07,2,0.23129670631119276,0.006474637947177508
0,26,0.6387366181190969,0.407984467326221,-1,1.7815066655900535e-07,4,0.4084361401569405,0.004154239321533193
0,27,0.8369335090796068,0.7004576986203044,1,7.494169487433735e-07,5,0.7078304821557838,0.010726315139519937
0,28,0.5746194049783818,0.33018746057770954,-1,2.153467127540728e-07,4,0.3302266955405151,0.005115070488779017
0,29,0.6332316262760717,0.4009822925162385,-1,4.39740479119743e-07,4,0.40099157840725985,0.0018253302411779804
0,30,0.6064838595465533,0.3678226718904833,-1,6.07128481721823e-07,4,0.3726439375418519,0.007206473141714909
0,31,0.9789425268220312,0.9583284708207033,-1,3.3860949063599934e-07,1,0.9583284708275492,0.012496143667591553
0,32,1.830325684854016,3.3500921126363226,1,5.979102650188571e-07,1,3.3567059076233132,0.016031447880560545
0,33,0.7095508684247817,0.5034624348823619,1,4.759399501768364e-07,2,0.5058315148171997,0.007636944088976971
0,34,0.6737423346741361,0.4539287335321557,-1,1.7440690969589008e-07,2,0.45392873357019914,0.0061766502609842955
0,35,1.1286901567637697,1.2739414699754232,1,2.4748476301831567e-07,5,1.2845965117460296,0.012498565885338486
1,0,0.5673745451944434,0.32191387453460146,-1,9.863713203140626e-07,4,0.32269373732574624,0.016058421878175855
1,1,0.47318298302003486,0.22390213541973858,1,9.236363076810325e-07,5,0.22588442364210598,0.006586526910866364
1,2,0.9167393546227974,0.8404110443142232,-1,3.6718438195105944e-07,1,0.8406640173699422,0.008142795408676351
1,3,1.1174824435560138,1.2487670116559195,-1,1.7231656839221603e-07,0,1.248767011656426,0.013321537042458198
1,4,0.9126856019416063,0.8329950079915123,-1,2.980971128665642e-07,4,0.8369900353681226,0.011239128760478834
1,5,0.9630258790167283,0.9274188436559423,1,1.4714424971885128e-07,4,0.9284241506001363,0.005967366054651313
1,6,1.174154653091655,1.3786391493767847,1,1.0813294162488837e-07,1,1.3786391493923074,0.005860713403045281
1,7,1.0786091197622334,1.16339763323426,1,5.394408975209397e-08,3,1.1633976332380738,0.01364748462991705
1,8,0.6081986680021598,0.36990561975960146,-1,5.054145975825797e-07,1,0.37034186141848513,0.004487184079567108
1,9,0.5772248085782319,0.3331884796381764,-1,2.0482780880784873e-07,4,0.3349379482696189,0.01561561914767362
1,10,1.026272559905354,1.0532353672146881,1,1.4125014206371833e-07,2,1.053235367214895,0.014319623358237221
1,11,1.3636208102623646,1.8594617141805876,-1,2.569988333034295e-07,2,1.859461714185644,0.012207133197096542
1,12,0.4961005988533681,0.24611580418267048,-1,5.126913155639166e-07,0,0.24611580424808038,0.006618951692088981
1,13,0.8587343036327705,0.7374246042356593,-1,1.9949273599041338e-07,3,0.7374246042392909,0.015894649181173892
1,14,1.2541742507893874,1.5729530513431211,1,1.2046143967616217e-07,5,1.5764771002278464,0.005415617724765509
1,15,1.3562227091630268,1.8393400368495,1,4.932035301297938e-07,4,1.8450745104807282,0.009794605807722956
1,16,0.5029454216826421,0.2529540971915307,1,6.911642376406574e-07,5,0.2557975496305597,0.007233779418785946
1,17,0.563786228749366,0.3178549117274324,1,6.117360198227062e-07,1,0.3185590105026846,0.015084585460294897
1,18,0.623298659945915,0.3885012194903735,-1,1.2284422077961594e-07,2,0.38850121952524963,0.01739520433988989
1,19,0.647838280950315,0.4196944382646593,-1,2.044501214473377e-07,1,0.4196944382656022,0.0021400798661735387
1,20,0.6248308521064474,0.3904135937440691,-1,9.077478184717307e-07,4,0.3920774635065457,0.006091115679087877
1,21,0.5648086564414689,0.3190088183912173,-1,2.6417803581045573e-07,5,0.32010623224834117,0.01819174331772605
1,22,1.0012942178589306,1.0025901107177277,-1,4.077727109834008e-07,2,1.0031259588379524,0.007373418147551991
1,23,0.6911072461069283,0.4776292256215024,-1,9.269964178683603e-08,1,0.4776292256219087,0.007579767567440998
1,24,0.5982891093865964,0.3579498584106068,1,2.0254818889511248e-07,0,0.35836193121288984,0.021627768827976623
