row_cell,S1:le,S1:ri,S1:fe,S1:to,S2:le,S2:ri,S2:fe,S2:to,S3:le,S3:ri,S3:fe,S3:to,S4:le,S4:ri,S4:fe,S4:to,S5:le,S5:ri,S5:fe,S5:to,S6:le,S6:ri,S6:fe,S6:to,S7:le,S7:ri,S7:fe,S7:to,S8:le,S8:ri,S8:fe,S8:to,S9:le,S9:ri,S9:fe,S9:to,protocol_freeze_sha,protocol_sha256,scientific_source_sha,config_sha256,implementation_source_sha256
S1:le,0.4140975816076943,0.43764415811900437,0.3949891854278885,0.4250674772848875,0.759366828542089,0.6477047102689848,0.6466794526821568,0.6888323681972344,0.48410334881070494,0.4732518495106456,0.5278950306220049,0.5623568999346746,0.4030715631388585,0.4011854597696466,0.47590204662543356,0.4342954702754335,0.5621063464943835,0.5291822629537546,0.48557277483685357,0.4921306748046764,0.9361267206496067,0.996758371042881,1.0775275923746896,0.9697891669604277,0.46279853772588997,0.4590401082516773,0.5182250599091658,0.5032393216258995,0.4459125405548639,0.5131909263919393,0.5033136884461116,0.6238697712464205,1.4789684393130575,1.3572116113252233,1.2502462857535646,1.2028847098471172,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:ri,0.39898395802502623,0.4220396117596027,0.3989858501192306,0.42271302445955794,0.6974120481008641,0.606204796497439,0.6074649587115666,0.636915330978046,0.4804080376531124,0.4642640878183932,0.5277322703672273,0.5731896143425195,0.38830866769596933,0.3850786825695882,0.46760616958364454,0.422389780494538,0.5086082761863098,0.4794521716880375,0.4403911376662096,0.44098262699993296,1.0110279088600103,1.0732823492258832,1.1549005582930847,1.0393805787459192,0.4587241294746884,0.45501510940330886,0.5232682491573484,0.503552874664693,0.4442323029622268,0.4964823765465417,0.5018991476793369,0.6334832352189117,1.5659310164249498,1.4371041374056635,1.3268365429750533,1.2820771246995641,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:fe,0.4654759229597131,0.468856975523661,0.3691610637413988,0.3861538825247417,0.8574135700458593,0.7222674154178305,0.7033646831701816,0.77569364292839,0.4296686212569798,0.43856971146819645,0.45799544482635973,0.4588328291465279,0.4411785126036147,0.43292731782937866,0.4776252301559608,0.4681447517562206,0.6701159944695126,0.6455660507497426,0.577377531862381,0.5926493319646556,0.8038602758639548,0.856975171134496,0.9391093885109476,0.8326549363768516,0.39515035046257174,0.38629883929557085,0.42061610032813984,0.4109394668183045,0.4115500135787826,0.44568221613730874,0.44445559571778037,0.5141263827427247,1.334719384600945,1.2121327193069877,1.1005487395028926,1.0550030639886172,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:to,0.5579879708111024,0.531529530014398,0.4204392543376555,0.4289737700538018,0.9787460547423203,0.8156276337439814,0.7982812025884141,0.8645409081875076,0.45859088358498257,0.4827343614632137,0.4725988470618216,0.45702722869096474,0.5318406965315069,0.515945189313954,0.5345432613878769,0.5459793397868054,0.7881231818125992,0.7629430463067075,0.6878012951672209,0.7064852537544501,0.7006906168118879,0.7529082396106316,0.8313484256108392,0.7283952081128885,0.4243012727758683,0.4161932324532027,0.42860813666521114,0.4233401964680866,0.45341009387219444,0.46230185189625017,0.47390750547006955,0.49552533026349144,1.2160340020614488,1.0964772268706469,0.9914205308850927,0.9431350924638658,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:le,0.5233302484908544,0.5209365799023455,0.45493091524542684,0.4643464848120194,0.8910437666626898,0.7520816381002662,0.7311022889945236,0.8013332992360046,0.5172344439551941,0.5170902653980236,0.5336798296809828,0.5394349805302665,0.5046234816281712,0.48939444341965116,0.5270904234362376,0.5160519040871194,0.6992841605216913,0.6785700941763848,0.6104425491877938,0.6353099001074296,0.8262547365544974,0.885091823182041,0.9657769532940021,0.8658572547419012,0.4795375949943178,0.4706247454506559,0.5120725957153418,0.5058744817059886,0.4875859864172149,0.5085829453696298,0.5168437965627917,0.573380321138526,1.3278557994947042,1.2081864214768672,1.100084511412406,1.0786401163940589,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:ri,0.524599174518991,0.5158999163483164,0.44055477889139455,0.4514201265952876,0.9224780521499933,0.772639936275054,0.7570261457597058,0.8209856602606056,0.4955200929046173,0.49652921765557356,0.5103386340638556,0.5101666658568027,0.5017683372889485,0.4895917282159641,0.5189955174268884,0.5174705860306685,0.7230242632212138,0.7040005326219154,0.635084450455131,0.6508591842834938,0.8045145339405726,0.8574015199170792,0.9233410273255658,0.8378488444862913,0.46448627671759624,0.4551415364053454,0.4815519217879441,0.4757149915046328,0.47254791137960483,0.49434691086332777,0.49771815460279156,0.5462498301555042,1.2842180952466782,1.175479256944822,1.0741229489862123,1.0407175836453688,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:fe,0.6036113799862325,0.5790359643139799,0.49702550418692115,0.48986984502104236,1.0156932770063616,0.8499247917520063,0.8526935801819899,0.9009955460775159,0.5296522050270931,0.5412843374683299,0.5318606599900934,0.5269655408124712,0.5780720400503097,0.5587648219906034,0.574530170799064,0.5847829369020848,0.8200919486127775,0.806912652364401,0.7267535961790896,0.7497182591058804,0.7433897159878949,0.7950394952505293,0.8589945960487555,0.7791596137440489,0.49242341469964146,0.48782154819236423,0.5049001225441996,0.5046362819485241,0.5136503537226134,0.5169011669499747,0.5312148493548399,0.5491291436233161,1.1974172564007084,1.0919897982963263,0.9942282430385692,0.962690740140876,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:to,0.5808380178803998,0.5617417302522376,0.47123789230141194,0.4736590389215398,0.9996685864266945,0.8324569545401408,0.8276964267640707,0.8845891920754767,0.528095108889826,0.5272431654272586,0.5331739052507514,0.5266292619591637,0.5551495151101654,0.5375170732867238,0.551874762643258,0.5593385554394553,0.796533474282063,0.7761975622556505,0.7065711716600708,0.7216123122729765,0.7657944747199108,0.820919639774923,0.8775996196875413,0.8033555259468816,0.4811330089676547,0.4727241979702914,0.4991177216201318,0.4993194415672276,0.4978486710444457,0.5067260540274465,0.5187270157846261,0.5543585935254203,1.2234610229451577,1.1286471187642966,1.0238371385597869,0.9878136563294881,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S3:le,0.42857625561022505,0.44383208104268235,0.40932502670998544,0.4306641091188935,0.7324900872620219,0.627894010189944,0.6226134664393219,0.6677717141046837,0.4816630939131302,0.4718487458741824,0.5216127973755892,0.5507648758994391,0.4155537114032779,0.4056702852674003,0.47135538885386313,0.4366496238952657,0.5591733938892465,0.5325240767908539,0.48387501068176614,0.49592671508254377,0.9457478449918436,1.0102197052544937,1.0934873628972395,0.9853395479069955,0.46789520211176294,0.46008228534035034,0.5091894139820945,0.4959100456599259,0.44871282704174087,0.4970788356621052,0.49732737129032834,0.6047099185138997,1.496752975661943,1.3715835142676052,1.2612384495359252,1.2259061341844684,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S3:ri,0.4828050326240563,0.48787713398584165,0.43708863667341885,0.45197394163537197,0.8147924025094823,0.6894335561536437,0.68258384122509,0.7517268281725996,0.5019848095977837,0.4985970990031909,0.5361595517895886,0.5502265326618354,0.46683413976974325,0.45986904915775617,0.5109433536334125,0.4899634058944229,0.627769360237362,0.603797606177422,0.5508426314890623,0.5667939705816787,0.8842518776490633,0.9491032706938696,1.0242816127835148,0.9069611218068923,0.47802099208280713,0.46724155184856714,0.5081316667817697,0.5020763956142598,0.4725298586019077,0.5071584003152283,0.5110163742964353,0.5880834484071044,1.4208195765464837,1.3049445342503991,1.1963952937131288,1.145117294844551,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
