row_cell,S1:le,S1:ri,S1:fe,S1:to,S2:le,S2:ri,S2:fe,S2:to,S3:le,S3:ri,S3:fe,S3:to,S4:le,S4:ri,S4:fe,S4:to,S5:le,S5:ri,S5:fe,S5:to,S6:le,S6:ri,S6:fe,S6:to,S7:le,S7:ri,S7:fe,S7:to,S8:le,S8:ri,S8:fe,S8:to,S9:le,S9:ri,S9:fe,S9:to,protocol_freeze_sha,protocol_sha256,scientific_source_sha,config_sha256,implementation_source_sha256
S1:le,0.4140975816076943,0.41831405807201527,0.4302325541938008,0.49152772404799494,0.6413485385164717,0.5861519423939878,0.6251454163341946,0.6348351930388171,0.456339802210465,0.47802844106735093,0.5196022040271643,0.5463070848913136,0.40191344099592796,0.4041916417878089,0.44050885650827387,0.4212938145663764,0.4985669057325026,0.4803654089927721,0.44808810162371226,0.45932156398788115,0.931256010846325,0.9881693153994987,1.0708733173378246,0.9979505653555143,0.45561343563985596,0.4608207924426838,0.4933038474081991,0.5170907713805043,0.49022784770286787,0.5351117751206833,0.5132682130356847,0.6683027100052064,1.6465890735692994,1.4886556874745398,1.4157273306911784,1.360238677897168,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:ri,0.41831405807201527,0.4220396117596027,0.4339214128214458,0.47712127723697795,0.6091743140016048,0.5610523564228778,0.5932504615127732,0.5993285306151418,0.46212005934789735,0.47607061090211744,0.519404200437098,0.5461293229373007,0.40348926450968814,0.40324779156841584,0.44394542280869315,0.4242141877852467,0.4906640282761372,0.46900940847835954,0.44444718443444153,0.44612324990242147,0.9471876700877211,1.007049801694249,1.0864300575452495,1.0108579946567402,0.4551344077486831,0.45720580067120475,0.4925613729073547,0.5060374609112865,0.48261970250840525,0.514540773492431,0.5082173622778972,0.6501539204839815,1.6665088231742964,1.5053241149851015,1.4299357684033667,1.3738351018701551,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:fe,0.4302325541938008,0.4339214128214458,0.3691610637413988,0.4032965684311986,0.6561722426456431,0.5814110971546125,0.6001950936785514,0.623465767614901,0.41949682398348265,0.4378291740708077,0.45551693696436263,0.455058258284923,0.3994467279300495,0.4008855804135672,0.42164792989216204,0.4184849197353969,0.5905425505242938,0.5564994861782384,0.5254356418093596,0.519849437537357,0.7650909947495135,0.818796754621438,0.9054498679647741,0.8321320064891182,0.3762878873384735,0.3737555645730821,0.38615703626982656,0.4031934741781434,0.4298437042292724,0.44173672784435913,0.43227390357986467,0.5288494620107319,1.479876824369881,1.3184525203946047,1.2400806849728068,1.1832241924763807,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S1:to,0.49152772404799494,0.47712127723697795,0.4032965684311986,0.4289737700538018,0.7215462697771698,0.6335238801696345,0.6440755238047282,0.6690999735545238,0.44462749635193805,0.46735415154929283,0.46919829763267706,0.4557604184726148,0.45718050735980553,0.453167529154147,0.4595959437266133,0.46877365539905774,0.6668851223926375,0.6297241845951033,0.5985537151783312,0.5909358870019314,0.6958811291742952,0.7439619729322287,0.8266079480796787,0.7567803904408417,0.4018958762913953,0.39734382918048866,0.40018205094344583,0.41474442854897664,0.45498348420870977,0.4515583795867484,0.4506388683894323,0.5103239058453837,1.394756328364222,1.2353803942285388,1.1652175251811467,1.1044008045748601,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:le,0.6413485385164717,0.6091743140016048,0.6561722426456431,0.7215462697771698,0.8910437666626898,0.8372798451251298,0.8733977830004426,0.9005009428313495,0.624862265608608,0.665941333953753,0.6971709188256543,0.7249398616931578,0.616117889112543,0.6163200790277784,0.6290522343711074,0.6316427135863794,0.678283944903879,0.6733287214298984,0.6303474395827293,0.6652248191944385,1.1003100870508824,1.1556794980104845,1.236789052876853,1.170157427473474,0.6603561916379983,0.6645222858673512,0.6930677715342698,0.7283823818227075,0.7024324716930365,0.7338300595537882,0.7281688916707102,0.8582912475696484,1.7947422729251887,1.6311771427437796,1.5630373819824834,1.522590436591845,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:ri,0.5861519423939878,0.5610523564228778,0.5814110971546125,0.6335238801696345,0.8372798451251298,0.772639936275054,0.8034754687558561,0.8267213074003732,0.5617070515472806,0.5929813869046086,0.6200913633896281,0.638052910005549,0.5626930144050746,0.5640102190190673,0.5725290130734502,0.5785102942659657,0.6617150309620775,0.6511021446498052,0.6117150901403534,0.63165639845702,1.012144989544484,1.0617375346111793,1.1347103223957649,1.0820565547264127,0.5853648682273374,0.5869287783060759,0.6093734876360427,0.6342799221449095,0.6196028663236732,0.6487784420052602,0.6429511477872767,0.7614517086162642,1.6913787662143362,1.5346360977143878,1.4702994096002944,1.421694348433653,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:fe,0.6251454163341946,0.5932504615127732,0.6001950936785514,0.6440755238047282,0.8733977830004426,0.8034754687558561,0.8526935801819899,0.8643459864207933,0.5761328357332075,0.61193408934671,0.6212138094626221,0.639536635504966,0.5996603674069363,0.5916732559634386,0.597290514655708,0.6045813151028365,0.7086191531662942,0.7012389385591504,0.6571155040504415,0.6831686945606138,0.9861347226509276,1.0381145515610375,1.1114379046450038,1.0614340897112522,0.5890181489863591,0.5933100295686526,0.605631023572522,0.6413779930012121,0.635251234915961,0.6525864448154254,0.6469423024575992,0.7691860761890272,1.6579741169988673,1.503523803882659,1.4358547896546714,1.3897602505985658,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S2:to,0.6348351930388171,0.5993285306151418,0.623465767614901,0.6690999735545238,0.9005009428313495,0.8267213074003732,0.8643459864207933,0.8845891920754767,0.5979334114972549,0.6394849967999291,0.6562037410069135,0.672227654592563,0.6124347420382447,0.6079957861839291,0.6134429725079267,0.6198076414216345,0.6978218239945257,0.695466998154333,0.6518421663599586,0.6832113291912135,1.0132660547662393,1.068046475723507,1.1380814784485949,1.087949975440813,0.6223006371365124,0.6236682437395029,0.6401296864221206,0.6716772785009024,0.6610251476872044,0.6799085375234063,0.6815185700538153,0.7884997156981809,1.683267775754578,1.5400453150565605,1.4666160539616793,1.4239776395348722,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S3:le,0.456339802210465,0.46212005934789735,0.41949682398348265,0.44462749635193805,0.624862265608608,0.5617070515472806,0.5761328357332075,0.5979334114972549,0.4816630939131302,0.4869167777359831,0.516786310543977,0.5245566077705379,0.4278799484609247,0.42696827884834554,0.4580302347294093,0.44383426186896235,0.585798704476753,0.5434206880242692,0.5297387376173721,0.5188878001563637,0.8212636139358538,0.8764813862974592,0.9536709422446505,0.8893813723079914,0.4490591974060472,0.44112989162723104,0.464953542652618,0.46744151671333806,0.47095575367627385,0.4823262097380862,0.4817868186665612,0.575404874497506,1.522968375802022,1.3544282615475844,1.278827242434894,1.2288327874680631,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
S3:ri,0.47802844106735093,0.47607061090211744,0.4378291740708077,0.46735415154929283,0.665941333953753,0.5929813869046086,0.61193408934671,0.6394849967999291,0.4869167777359831,0.4985970990031909,0.5252384819439179,0.5264080274719882,0.44653424717930557,0.4501725040429947,0.4713408559630541,0.46502526148565876,0.6052376603935263,0.5667611018800915,0.5444390000281158,0.5432630147918169,0.7960629838762528,0.8481964031913338,0.9206588848709257,0.8500502937311307,0.4543789845868329,0.4492756661271067,0.468454238637682,0.4819518932723516,0.48823899162873496,0.49886829914467135,0.49702926986045753,0.5782607320463116,1.4856669898372366,1.3284017059671775,1.2595349424868496,1.1997483831555265,12a4d3ebd29a3a95e7fbc1bbc3a6d70b770532dc,fc00ef6a261f6c7e4114a1a0e24771aebc6bf6b21444065ebe5f10d756f3d16c,355fe0b55b1ef692f7b4ddd16d19b7ccc30e72e1,7634580719b47d34707a5480101e62440554f8327a8fcc8a646a6ec25b2271b8,8759ac924f777ddb4bc54442aafb2cec8d8511a7c5d98190ef8edb1b994fc6c1
