,S01_left_hand,S01_right_hand,S02_left_hand,S02_right_hand,S03_left_hand,S03_right_hand,S04_left_hand,S04_right_hand,S05_left_hand,S05_right_hand,S06_left_hand,S06_right_hand,S07_left_hand,S07_right_hand,S08_left_hand,S08_right_hand,S09_left_hand,S09_right_hand,S10_left_hand,S10_right_hand,S11_left_hand,S11_right_hand,S12_left_hand,S12_right_hand,S13_left_hand,S13_right_hand,S14_left_hand,S14_right_hand,S15_left_hand,S15_right_hand,S16_left_hand,S16_right_hand,S17_left_hand,S17_right_hand,S18_left_hand,S18_right_hand,S19_left_hand,S19_right_hand,S20_left_hand,S20_right_hand,S21_left_hand,S21_right_hand,S22_left_hand,S22_right_hand,S23_left_hand,S23_right_hand,S24_left_hand,S24_right_hand,S25_left_hand,S25_right_hand,S26_left_hand,S26_right_hand,S27_left_hand,S27_right_hand,S28_left_hand,S28_right_hand,S29_left_hand,S29_right_hand,S30_left_hand,S30_right_hand,S31_left_hand,S31_right_hand,S32_left_hand,S32_right_hand,S33_left_hand,S33_right_hand,S34_left_hand,S34_right_hand,S35_left_hand,S35_right_hand,S36_left_hand,S36_right_hand,S37_left_hand,S37_right_hand,S38_left_hand,S38_right_hand,S39_left_hand,S39_right_hand,S40_left_hand,S40_right_hand,S41_left_hand,S41_right_hand,S42_left_hand,S42_right_hand,S43_left_hand,S43_right_hand,S44_left_hand,S44_right_hand,S45_left_hand,S45_right_hand,S46_left_hand,S46_right_hand,S47_left_hand,S47_right_hand,S48_left_hand,S48_right_hand,S49_left_hand,S49_right_hand,S50_left_hand,S50_right_hand,S51_left_hand,S51_right_hand,S52_left_hand,S52_right_hand,S53_left_hand,S53_right_hand,S54_left_hand,S54_right_hand
S01_left_hand,1.691099603551553,2.196021160498386,1.7156909951567343,1.8944227240051146,2.0438507133287103,2.1830212779614455,2.040312668099936,1.7455224639969105,2.037982042574481,2.062940121080179,2.388508573058166,2.219228799421289,1.971266336971431,2.7006453781199693,2.71922633892354,3.20196431918439,1.9322447384827197,2.03397972329489,2.144785655307619,1.9621694030968346,1.8518818230568894,1.8818458369062503,2.0178510662661218,1.6346583374694341,2.741473348360122,3.1154288262150414,1.8757661213785153,1.8757055241227545,2.002371797911035,2.3581333808161635,1.7856584695047915,1.5603033194071343,2.2322805474504372,1.88850799070028,2.268504449256837,1.5709259788770065,1.7653759469239352,2.0469577760458035,1.7605473755222774,1.6888572070409018,2.2270535744252284,2.5438423710270897,1.8831983840058304,1.3892321829963206,2.3007253677764483,2.059326716290886,1.7138012628204402,2.015146806115275,2.0115432940564344,1.7711296868027384,1.7291602439404956,1.977427511680714,1.6195539952938187,1.723307856412628,2.1028990722806764,2.13837303093408,2.2131962064278703,1.9685638813911868,2.0117632644923016,1.3049612780628421,1.6220533874095195,1.8316282161965005,1.7982000902031248,1.8699588234601308,2.3783718828945046,2.121397634871065,1.6288691391114023,1.9222466702426697,1.9135098473812053,1.9580437697420976,1.7517101589307047,1.8522923368795963,2.7292867627542323,2.132394517014027,2.3475852336165004,1.8846037878367545,1.8016074401183109,2.0112391315100013,1.9224920646560124,2.2114764640625784,1.885097446349689,2.133375631814942,1.5878983592897629,1.7612212293541356,2.5835456378387613,2.043264814829824,1.5160016883404281,3.2339179254582717,2.0107142536828206,2.0551692743914707,2.264025926860014,2.3163761671067733,1.4520101244106802,2.4784607402919856,1.4470349820986605,1.5000097800473098,2.2035540168292096,1.670279605294531,1.6308227138674658,1.872861473747849,2.1905010857270657,1.4677224900554868,2.195406316511249,2.059714276745097,1.77296474140709,2.313584229372197,2.5128496385190466,2.0184263753754452
S01_right_hand,1.9595721616460098,2.972688272100185,1.8891026430178066,2.186096489016229,2.196264636500096,2.7752534094559818,2.6432924390454833,2.091264561512802,2.5698512518028553,2.2064361039512805,2.644208019078536,2.4640291940454753,2.129674828190318,2.838604255595886,3.4318278051408395,3.6354824286215655,2.100616490481084,2.3047904411502635,2.6517760497945524,2.4232271039759583,1.9210146374726005,1.94041971125317,2.1425020429741255,2.006474775397629,2.5218666505985956,3.3035769326173665,1.922310613706289,1.9332028609641487,2.07665850197551,2.6154095780355924,2.1935330508390436,1.6276540593509203,2.214865459929498,2.0790096049094413,2.633723285730677,2.0554392178380225,1.9374071376866469,2.441073811373989,1.816348915425563,2.2255503813395103,2.2401944369622653,2.733093794442463,1.954181399255321,1.755533313939867,2.3276078335737207,2.58418079216149,1.9602745379714053,1.9899416571205408,2.206329537245242,2.080926518772711,2.2494786252751773,1.9364856708402083,2.0767049489232385,2.2471239635713713,2.6562665108580203,2.486339340824157,2.646685976956489,2.156490378321713,2.280595143984171,1.5495364443640558,1.758098551697538,2.082306901145396,1.7735536210927911,2.0110080285008523,2.3525140132358633,2.0758820975739694,1.6148911690599288,2.076733686016679,2.3315084047090435,2.091484010629978,1.9746254826785612,2.0035588810263825,3.433904263948762,2.756462872286777,2.383005618745205,1.938283290505106,2.1523197761428134,2.6342493467251007,2.0323344974951163,2.4078185188702217,1.9411778919178995,2.40421304463383,1.9212772185841713,1.8786066971116147,2.637238724494078,2.241707872476943,1.92819765477279,3.446251757874977,1.8686286792568376,2.2021701306721653,2.271344235038217,2.690176594768463,1.9202733135489505,2.4304492481548867,1.9079523972228134,1.8696158166091623,1.959843476404644,1.8528955099728812,2.137238169902531,1.9496591717133411,2.6198868389505794,2.0004404041190367,2.2416337124233934,2.275578622449904,2.0436894409341972,2.1404843484625315,2.2790452364809983,2.4755438592272663
S02_left_hand,2.2862503286644054,3.4402798565747674,1.68418685959062,1.7634955720075403,1.460909226316954,1.6080802704969026,2.70919403655186,1.696885752342338,2.383188203603688,2.14413484313353,1.9804089106328244,2.586281672444992,1.800069639049792,1.9496963762738684,2.5582097056238897,3.6943175198603697,1.7720412347579348,2.3449526432861467,2.3166926537823045,2.240174771565157,1.2196999742477035,1.5501217749749767,1.6239384560922532,2.5119875088455146,1.7741069221350731,2.6209840775913054,2.1719320521136405,1.4832595296144568,1.751349134936707,1.797144701046358,1.841847011417577,1.9037731602421415,2.041318176235039,2.0965516525881607,1.776119638725818,1.6200454412780476,1.7406939724924224,2.9444261922699693,1.565957505829223,2.4842593972413,1.7813712779457707,2.0844302049895447,1.9510266442906117,1.703020951400864,1.4520820027708319,2.9495732937186236,1.7766725571184603,2.3450804205452025,1.8800674308581913,2.2576702835557705,2.2186665861052064,1.7687482468475275,2.319465109897939,2.35088089714443,2.5178795242312155,2.4160587099417477,1.8621975875461965,1.8808890249417765,1.5247825013373284,1.7886363602568998,1.5585751173167341,2.1349526562540864,1.8733385951392119,2.1872369422828983,1.9266182766327797,2.413801039460313,1.6991401149015803,2.005806992764192,1.8613515187757708,1.4734794701496199,1.69455247469143,1.803931339699832,2.544239994002207,1.9805436938564531,1.6830553594139597,1.8127765608515984,2.306281159102494,2.424588919491251,1.7364785913897134,2.3617228874930474,1.9515964493712779,1.8114416938313234,1.3418239430278052,1.5852073701355125,1.7784871889673024,1.8917167680030715,1.8603517838918875,2.808731887383111,1.6143387938590121,2.3807252564750723,1.5326084483174527,2.343295020351283,2.3472949447550895,2.1268243767320487,1.8396281981081488,1.6059538170305832,1.6924994505979287,2.2172316886399366,1.9981274613195676,1.8884763848575974,1.903271445193032,2.2610751230239976,1.6300249390944468,1.9340566248463595,1.9109154220187508,2.509134952397685,1.6894294260896359,2.5923388056315826
S02_right_hand,2.077785207517933,2.674822946558798,1.5334120211042175,1.5964454345861099,1.907012596616589,1.879679837918788,2.2652169082588354,1.541817333075826,2.428848636629356,2.5275351011195366,2.248293922224616,2.6951146041514127,2.4220701370894338,1.72067942976817,2.6642906827691677,3.84137212427728,2.1970504638974417,1.8619899308309447,2.2527963616278903,2.3751031322894054,1.6702526464370924,1.5210797535296459,1.5225766694434237,2.5927725431910984,2.4039324827902635,3.928206517107041,1.6737788625792676,1.6362768093703872,1.529207170758538,1.7831982512229028,1.8807026714442523,2.259007542301076,1.4869467949418238,1.675592211617154,1.6253076251201173,1.6627165167683575,1.927460787772159,2.365946934464067,1.960440212690219,2.303878229089138,2.174351789046467,1.661223663883086,2.1893918085357464,1.9591055144296767,1.8272157479068583,2.6402521903912826,1.918622086995105,1.9085679771772546,1.9298919916001376,2.165166016010578,2.09163883168224,1.5217339831001575,2.4865420581895936,2.5888095286721127,2.3373389068174117,2.6762259655360987,1.9930590866378435,1.503598282172301,1.6522837873043263,2.0476281746297285,2.062048171185679,1.6393100002010081,1.9852867351911252,2.1579694070464144,2.065635460303264,2.5886635302470027,1.698250486026831,1.8201329291326531,1.403671182708059,1.3545147703371323,1.8847428566546665,1.7291016144338935,2.553083933120938,2.393664832178766,2.2081996057592908,1.7427144087589799,2.0611440598754136,2.0003590752488933,1.917323452856484,2.0098970088958996,1.8225869858925456,1.6119437742504568,1.2418557262070802,1.4950268842742995,1.6019556490820408,1.9734758652823237,1.8560405213336464,2.295360754638216,1.6229171614135556,1.816213372281958,1.604349580127146,2.647010920311967,2.149523178432333,2.3524573333636916,2.020568542001978,1.6815224517702103,2.0432303356084036,2.0048191324008595,2.5130233015530576,1.9429424399494626,1.5910763717529588,2.1616513814540923,1.6474720392132043,2.230043289478446,1.672881412300352,2.311782242613386,1.718235930809699,1.8553858523436868
S03_left_hand,2.306041594097458,1.981654771765092,1.6569753617666432,1.3744205073825595,2.0820490189960745,2.0697181897154415,1.971752316041938,1.566076463498772,1.9543382813203332,2.096401609895537,2.020525654596571,1.6936470563897061,2.2964669676935188,2.212669099893377,1.8275294284574022,2.4807098232519182,1.8314059713396007,1.502731441029288,1.2440620322620815,1.6761683174032065,2.0881050923968028,1.557816650489391,1.516882976328175,1.743841989301549,3.2296721756525733,3.803254484480659,1.5046982276729572,1.7479482272396059,1.8566958081340974,1.6460487039755451,1.5639695437351653,2.439495132288666,1.740895851569385,1.5441984663561947,1.885817264924443,1.4918107944787957,1.6796631328745337,2.0520393808007666,2.2099689658616724,1.9939067529700116,2.3890636279423743,1.5448032014645319,2.1695786432427315,1.9212365016736306,2.347129296924825,1.8307474396792882,1.8417830343001356,1.5900619420610833,1.3227689938943472,1.5952608881847676,1.6454643259466353,1.902972139852169,2.1042294248380635,1.986207410587593,1.6563184908413338,1.8833700959076916,1.4772899067489806,1.6045004717583915,1.5637658539452097,1.9351087804200091,2.1187036400242136,1.6246704710749702,2.2302579493961154,2.0258891116880293,2.24255737609289,2.5341499538538135,2.0592294727506673,1.8556159564596557,1.305692405893181,1.535037372260963,1.7147012287527068,1.704978628995254,2.073571847955856,1.901194091527674,2.462159770408709,1.861778114330655,1.6959604475833596,1.4816936759131298,2.0184360548669833,1.801299047474353,1.6837443219293258,1.7529435854849487,1.820841669192897,1.576647103376359,2.035974660495997,1.738920922352615,1.3862321402279085,2.258283978158311,2.045709968132199,1.5309683203286708,1.917495186927328,1.6241548130784365,1.7907994731636043,2.8714441714620413,1.7331852614340826,1.5182361537266273,2.082751878502453,1.3685233712319076,2.152408532133082,2.001482695793887,1.688588323241007,1.9628499226906275,1.7930345407700132,2.447743017517392,1.3229493989833765,2.432044663960148,2.6459477576950796,1.6651119805174142
S03_right_hand,1.8071209422941834,2.1297544599232996,1.613516272636283,1.5035154725612525,1.8015401798524924,1.9298709383750232,2.1675859642783637,1.5476117142110664,2.2645634726039883,2.309803842173843,2.4372339089193025,2.57532564200939,2.540633675112959,2.025836402410648,2.3353303929828773,3.8603877828668516,1.9120246092835091,1.669064535109144,1.9759316663590476,2.187059256998752,1.595963009979263,1.4325334630188182,1.4748455077885716,2.3736879054183544,2.6144131504145385,4.258617157901419,1.6757576440247002,1.587553685471776,1.6722572705934693,1.6829248973436677,1.6281074892743028,1.996694493371738,1.5659804052120363,1.5802324268801409,1.5611728625351025,1.5696563217003001,1.767283501384995,2.264017839168931,1.8056667269302997,2.1196943690243186,2.524723244390318,1.8749206894210475,2.5399341678137164,1.9284286218967241,1.9126216264170122,2.7409257505390388,1.7686525735994292,1.8402879730246595,1.6997161062251935,1.9943088393360613,1.7557747304237739,1.6039522875214478,2.51128680434,2.46782412637963,2.137476286301654,2.502119027960503,2.1091971052896574,1.5878239515411114,1.7579366663105538,2.0509793902690285,2.0569106292952783,1.6759090291139755,1.869715081934993,2.1442698636516466,1.9739921243931164,2.6612589652865775,1.6641566084809605,1.8563846139942823,1.3867083956610333,1.5122101171428104,1.8494038002992457,1.5330092677040086,2.6470439933617613,2.408162449769528,2.4772510658898557,1.8974204327358013,2.0523423454327805,1.6822656423276028,2.0062482937852044,1.7617681996871606,1.8062408010148907,1.576933101887499,1.4268445082925896,1.4665166241579515,1.8426498063028278,1.9105348289741348,1.5695342915906,2.029569585786267,1.8732289295230475,1.646540639167718,1.8586695717461112,2.4192374714895495,2.0726899385333226,2.299570008284865,2.0362063166262234,1.6154193072600092,1.970568787385771,1.8192205204461467,2.323540277281795,2.0230563780306854,1.6411695218118874,2.0904763895568133,1.6646685765312497,2.267069919207639,1.8783507742143888,2.245507017238157,1.929700248898883,1.6299507328783882
S04_left_hand,1.7278137502189792,2.681360751654332,1.3559964987154416,1.409080661832482,1.454208835563819,1.6127522490402917,2.290432180617361,1.5443721422920365,1.9485826457904063,1.6807898950696973,1.7110812403783637,2.0442214706226634,1.5568825835711038,1.5994487769223016,1.7793253709238415,2.91864538514386,1.4632383174135881,1.5379233298922221,1.6169980592070479,1.6476951727682336,1.162923190652051,1.3816537283714347,1.3921801092801047,1.8207135945724733,1.739523087364653,2.4192245494652918,1.737990473698653,1.6581876047072157,1.2263690226936277,1.3465680298211988,1.5507209846305825,1.6617834369136446,1.7388565504545164,1.7322357408758342,1.5136956653184928,1.1410564318959702,1.4908850038090562,2.4822534628893194,1.4491087414205146,1.9877671076062604,1.618627095288374,1.6569946946534537,1.786942887695498,1.344262754597896,1.5223983820173883,2.242811962709708,1.5743266296556344,1.7724627287837658,1.4026374248705817,1.7549075799734684,1.601769429260338,1.4588507171209562,1.9306745102370804,1.7694336306618148,1.78978172832972,1.9490315828649838,1.754989382888713,1.5606998539915968,1.368211603568472,1.5524022922494045,1.5243879930113122,1.6689821512384262,1.5752699951867437,2.020345552192941,1.4432569211063497,2.0869791551896686,1.3222647237664322,1.5062451372813526,1.2404677433707796,1.285237325761978,1.3850719323267062,1.374826094269775,2.039972539230421,1.702651275729932,1.6126892258171661,1.391571693597393,1.4842245743368467,1.5306121862844655,1.8007831319985967,1.9399686447216338,1.6602899725246256,1.4984140191653663,1.2786476221788692,1.3810116242310855,1.7803373262525428,1.5890542165050356,1.461237131951316,2.5507896798287812,1.300785282005695,1.8841743366040071,1.4482779118596285,1.9586928258322374,2.046099697097809,1.606101885877486,1.2846717650350903,1.2947483046068382,1.588637300777647,1.8368826288836368,1.7559580657270535,1.4980367038667786,1.5040134483840304,1.8323813464494965,1.4044477392702934,1.9450508163742328,1.6248880487399477,2.3179240613637053,1.7084675658404143,2.034284303784903
S04_right_hand,1.9499819286445876,2.2693264291663042,1.4333078338960572,1.372364929198027,1.775046780907779,1.6791703331149122,2.0188665815972366,1.3487525194175882,2.0881419197055857,2.2154254020524617,2.1000507266044703,2.4264838029629114,2.092407088921995,1.830452798178853,2.158867307357239,3.7359958763189782,1.9119799157735646,1.463664768071995,1.913653036252406,1.8372498539377273,1.3048598551198924,1.3231751979842614,1.4826312511821491,2.2077349294585664,2.213375178969685,3.408246857733288,1.5304144246279014,1.2038210272864678,1.3704374276049518,1.4368079979192563,1.6150072232662351,2.0136312119521604,1.3471991369469056,1.5141214650062222,1.3566266852668654,1.4272198898308137,1.821108103680576,2.368513844530004,1.7185977933919587,1.8782430904362197,2.0763518477645424,1.645630635115515,2.2810478928034685,1.7088574014024678,1.7135908300497096,2.403041199303564,1.7438708095787918,1.7795905085861061,1.5237182070318065,1.9709917267476893,1.6759582423520976,1.7778189867909775,2.356877596587541,2.173714785357416,2.0986943188163965,2.4635047301770427,1.8495347635390194,1.434608945664148,1.556509030417676,1.8169652590695455,1.913345475147592,1.53971959080345,1.8224961797490042,1.967745104856552,1.7986615456061172,2.3499816436059175,1.561474417423014,1.6266781123465377,1.324330046670784,1.140710712795322,1.6025043074259364,1.616834254112996,2.0936497891256964,2.0249925934239226,1.8024642232791088,1.7224389057471385,1.8010992225193925,1.7312995189144424,1.7052719989502707,1.8427786510649895,1.767584512606173,1.3653779026170554,1.2668410104621395,1.4087978214953774,1.746327458504648,1.7693743925195111,1.5037927206827137,1.9149044014514396,1.771993451055983,1.6911756366951567,1.623288032111967,2.095031861674484,1.8419320269875243,2.2628490996329034,1.923163404610819,1.6813288474985268,1.6558334904533458,1.7689570888228283,2.254105093657161,1.7359389853040994,1.3648745737912211,2.040056836829359,1.2941750159161436,2.131756601501035,1.576127170784552,2.216958996715482,1.6828787939416345,1.7599453881915994
S05_left_hand,2.252826739742898,2.9472872173872746,1.5981514947235773,1.8108725734161126,1.5330416749959017,1.6243741721880833,2.413054426598511,1.8806011748636111,1.9332045240636924,2.164598549003082,1.8903581541261332,2.1656821608844847,1.8386073756765524,2.245658891425609,2.238084190694961,2.936824303196352,1.640042846813853,2.1755848236989603,2.062932496136266,2.131829992860226,1.4934876480009809,1.6787263963335117,1.891267311931045,1.9474670322005678,2.11116529314798,2.691087095685564,1.9623462501226214,1.9760777836775523,1.817051410497697,1.936410180848379,1.9577214517339088,1.8906784314421348,2.1312982283884825,2.016828195597024,2.061076267394333,1.7326318661733695,1.9088028293065893,2.776394963760841,1.7611709937349616,2.3814274065650167,1.8638253014204245,2.2416069526402396,1.6987088020171706,1.679240333783287,1.8195649085744023,2.2305864160368705,1.8340218717860823,2.147436523225415,1.6901787088862525,1.8595582684028131,2.023237560544443,1.9641351560914337,2.225039518835441,1.9991645105059157,2.292612362408434,2.2018450708727784,1.8017131374473645,1.8697679360337895,1.878764125952934,1.5417615173828927,1.5315697051627577,2.2104023047046946,1.9055179659094272,1.9507481835701497,1.875729668027061,1.9673222452903039,1.5675953633673687,1.9025205688285902,1.8650779533192796,1.7087226653539236,1.8804470767742967,1.9370707623025185,2.554690067561989,2.0918678499829513,2.1714798405842686,1.7733832488679844,1.9182336244033813,1.9598944344478064,1.856643385144298,2.3568477564095804,1.903312907602857,2.002629466403497,1.4682534199322212,1.7687789434254078,1.9269955361306137,1.9124404626803295,1.8147523539505226,3.3730030857194944,1.5664643448591686,2.328913742681958,1.616000417057069,2.095057975064613,1.9783968478531202,2.6046081435607507,1.6429887186866687,1.5509862855539471,2.0469463896410938,1.8253462988458553,1.9469628286191587,1.819936547140583,2.0060500897677924,2.0500905598801253,1.8725446998622317,1.7844361607721637,1.6414602392131301,2.1844692926156006,2.3435453722738986,2.472394939145269
S05_right_hand,2.7993637923057575,3.573088451212861,2.2135988834152847,2.24182146771298,2.086581870028586,2.239686694227835,3.0922875424517287,2.4884715012945247,2.0467371558219565,2.164248938078379,2.0761148683938373,2.3152513892169724,1.8841735166109634,2.763197421572529,2.4351762487143604,2.8527187186076577,2.2203486245751467,2.73045389628019,2.4820333851530587,2.225412964598639,1.971025249832032,2.328809036306097,2.236747073196614,2.2453390180074817,2.405040443074203,2.567920401161737,2.653334862518808,2.599730721683074,2.188592500774579,2.301526295937656,2.307756180636808,2.198858433676714,2.975038944226752,3.056096092199232,2.586125834570184,2.2826918992887872,1.9993321466215503,3.5001043786778454,2.132648555756508,3.0107422487915914,2.1293081040329715,3.036346586454025,1.9596426961667137,1.8555185367068414,2.3135245790103753,2.4143986252577667,2.132870675035668,2.7654539940786598,2.248884822272691,2.25705327239008,2.7043738750657083,2.6902011722728205,2.2273181553623322,2.181089929419116,2.4073617655721833,2.283259331557324,2.522405917510076,2.3704664201925296,2.142484393080265,1.808784949559299,1.8446904682559127,2.7941933792648577,2.184817050710519,2.320650022082418,2.139252331657306,2.167150640785446,2.1468440442206194,2.238457428606813,2.433774522161733,2.3400751419231134,2.22383579837601,2.341785839087936,2.7801262264772233,2.285443833726312,2.0499992853612925,2.2966387378931588,2.005705556899998,2.3648839002383766,2.213969405401901,2.6918919224418776,2.5813264775553177,2.506778426657314,2.2711713131384874,2.3515905428058663,2.6612344534572827,2.009385008271882,2.150314362757081,4.214984492585151,2.0662133010022954,2.9472187032412673,2.208127034999381,2.0881916755483796,2.591475420286302,2.544410054671559,1.754856418745792,1.931739561726876,2.3957028280875385,2.350650149482367,1.8378320776973769,2.263052307950626,2.6512356578236855,2.4770728714656145,2.483798392573199,1.9026139976354874,2.155246382781908,3.202001899413479,2.9800582104038096,3.157269109338702
