protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,subject,split,shape_norm,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,A,4.1754601290543585,0.785175600698163,1.0686074710755078,-0.8899009654240577,-1.2877369105385497,1.6372172141195493,-1.2194825637234357,-2.1578276879448612,0.6765299182335175,1.1504421473818618,1.6188904947810778,0.18804528756833955,0.2559256795771444,-0.21312644305517509,-0.3084059889778402,0.39210462165048615,-0.2920594439970426,-0.5167879997056893,0.16202523729683782,0.2755246396383168,0.3877154720066068
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,B,4.662347014134515,1.220455552934711,1.2991023689733592,-1.0592466270810708,-1.9577272955589748,1.3707044326435192,-1.0757482448550162,-2.150021983448004,0.5913068905156715,1.2920652479614005,1.9818843247375921,0.2617684932577391,0.27863699656738555,-0.22719171779145267,-0.4199016696148674,0.2939945114527188,-0.23073105489440074,-0.4611458514198817,0.12682601460660206,0.27712764494884995,0.4250829718871741
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,F,4.328117057945182,0.9621342549903371,1.1992903157400279,-0.9671650926608217,-1.588555736591028,1.4642113877870844,-1.1314665755761024,-2.129122215401016,0.6058531572690165,1.2371397309079915,1.7478026967181366,0.22229857513306728,0.27709285578089315,-0.22346093687216337,-0.3670316018082032,0.3383021688609859,-0.26142235998424634,-0.4919280571426686,0.13998076973376766,0.2858378630580145,0.4038251907973866
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,A,0.8360786815646366,0.21530249649445868,0.07940737430693459,-0.38680116481649746,0.002741160161810295,0.16655143943904616,-0.16919984797914003,-0.1457645777690345,0.5505575902178023,-0.22221433145261651,0.2581396108628568,0.2575146349761506,0.09497595867213326,-0.46263727726275505,0.003278591144891401,0.19920546129386052,-0.2023731159637986,-0.17434313418475264,0.6584997349621323,-0.26578160208171425,0.3087503802629851
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,B,0.608558397717899,0.10540412014563214,0.019071339749664518,-0.1559614046415688,-0.011819611796648003,0.15913907229330881,-0.23026902469148208,-0.014447539897034466,0.42532869447065713,-0.2145799034896003,0.16999730331720653,0.17320296711194652,0.03133855324514831,-0.2562800960867944,-0.019422313192902576,0.2615017275089493,-0.3783844336960817,-0.02374059737111986,0.6989118810382777,-0.3526036355660811,0.27934427321140975
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,F,0.6410908610452388,0.10803842724574705,0.06887098770033336,-0.24349139632465286,0.021741586681130024,0.12326142639037549,-0.18469566378724062,-0.05870181968524985,0.4535664225828029,-0.212701220833572,0.17636649512029398,0.16852280044922258,0.10742781075999998,-0.3798079353801158,0.033913424761167855,0.1922682631747538,-0.28809592369810355,-0.0915655225369178,0.707491636744447,-0.33178014811626316,0.27510374244415975
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,A,4.29519659279144,1.634867935121059,0.39450886536545265,-0.6118211172821887,-2.093487467837439,1.4281170046553564,-0.7282119361645358,-1.6788384453408645,0.47510231826489113,0.6660957824305782,2.192157241243913,0.3806270329662749,0.09184884948631936,-0.14244309988255213,-0.4874020135308605,0.3324916505689501,-0.16954100247394552,-0.39086416862930845,0.11061247325960535,0.15507923049400724,0.5103741339623373
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,B,1.711811795411287,0.7099278523513424,0.02881798465782304,-0.32114589916709996,-0.7072430413799432,0.7113266230972343,-0.4381120389492535,-0.5990176113787923,0.3697957037698031,0.23484317589531448,0.7572939858870835,0.4147230754305979,0.01683478565521808,-0.18760584547201353,-0.413154672304392,0.41554020424676885,-0.2559347003704872,-0.3499319335130938,0.2160259117042446,0.13718983390863368,0.44239325135923185
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,F,2.7305671707361747,1.0435321145315062,0.21501799213308279,-0.4124257052048731,-1.2753406392775777,0.9884805728405862,-0.558133091462442,-1.054066478476237,0.3787437733607682,0.43346430215521287,1.3391100311690263,0.3821667987937336,0.07874480966352233,-0.15104030753203593,-0.46706070919827963,0.3620055874963467,-0.20440189036330006,-0.38602473865971787,0.13870516624524457,0.15874515258247565,0.49041460892097205
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,4,A,0.3645815981192776,0.15183589161712702,-0.02837040206404685,-0.06151943882377267,-0.1250667225720788,0.1567667165680262,-0.10618070910641311,-0.08750052989884516,0.134548040539889,-0.022049333218771033,0.16594746184167536,0.4164661420115119,-0.07781633030958712,-0.1687398353101897,-0.3430417860288209,0.42999075481790483,-0.2912399025462462,-0.24000259571581073,0.36904781051475305,-0.06047845895819818,0.4551723474188719
