protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,object,stage,subject,identity_score,true_rank,normalized_rank,top1_exact,best_permutation_index,best_permutation,second_best_permutation_index,second_best_permutation,margin,null_median,effect,null_percentile
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,2,0.6384486693576396,16,0.34782608695652173,False,1,0-1-3-2,18,3-0-1-2,-0.2259053974033155,0.5217391304347826,-0.17391304347826086,0.3747806252193748
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,3,0.9561207584011467,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.0004449268981427945,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,4,0.922909927229932,3,0.9130434782608695,False,23,3-2-1-0,17,2-3-1-0,-0.039900681478046485,0.5217391304347826,0.3913043478260869,0.9163730836269164
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,5,0.9529853533680025,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.016835072106988203,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,6,0.8681364567169643,8,0.6956521739130435,False,17,2-3-1-0,1,0-1-3-2,-0.07859550658293513,0.5217391304347826,0.17391304347826086,0.7076282923717077
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,7,0.9442500839406327,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.0389632749239075,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,8,0.7715927673154668,3,0.9130434782608695,False,2,0-2-1-3,12,2-0-1-3,-0.08089594326701588,0.4782608695652174,0.4347826086956521,0.916990083009917
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,9,0.8734748135498401,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.025423208282469467,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,1,0.9631961779225128,3,0.9130434782608695,False,6,1-0-2-3,22,3-2-0-1,-0.007816109670389704,0.4782608695652174,0.4347826086956521,0.9167510832489167
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,2,0.9260476363832975,16,0.34782608695652173,False,18,3-0-1-2,1,0-1-3-2,-0.05123807487057064,0.5217391304347826,-0.17391304347826086,0.3747806252193748
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,3,0.991787654375507,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.001115460200933227,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,4,0.9805590324448367,3,0.9130434782608695,False,23,3-2-1-0,17,2-3-1-0,-0.011940398976127975,0.5217391304347826,0.3913043478260869,0.9163730836269164
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,5,0.9903500594366862,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.0013610171466161836,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,6,0.9783393448967026,5,0.8260869565217391,False,17,2-3-1-0,23,3-2-1-0,-0.014031471030420573,0.5217391304347826,0.30434782608695654,0.833057166942833
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,7,0.9888075721710021,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.007891822734362952,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,8,0.9499725661560519,4,0.8695652173913043,False,2,0-2-1-3,12,2-0-1-3,-0.012698126451576086,0.4782608695652174,0.3913043478260869,0.8753401246598753
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,D,P,9,0.9653136021337984,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.0033907468718282763,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,1,0.8517294968809243,3,0.9130434782608695,False,6,1-0-2-3,22,3-2-0-1,-0.0476399979912574,0.4782608695652174,0.4347826086956521,0.9167510832489167
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,2,0.5874831873993778,16,0.34782608695652173,False,18,3-0-1-2,4,0-3-1-2,-0.2563756269685884,0.4782608695652174,-0.13043478260869568,0.3747806252193748
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,3,0.9567564873794427,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.008789780774812295,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,4,0.9073807583688759,3,0.9130434782608695,False,23,3-2-1-0,17,2-3-1-0,-0.0483039785969086,0.5217391304347826,0.3913043478260869,0.9163730836269164
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,5,0.9378280525257876,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.005399965278055641,0.5217391304347826,0.4782608695652174,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,6,0.8668751835741577,5,0.8260869565217391,False,17,2-3-1-0,1,0-1-3-2,-0.08493709709735175,0.5217391304347826,0.30434782608695654,0.833057166942833
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,7,0.9435834638071773,1,1.0,True,0,0-1-2-3,23,3-2-1-0,0.043877979053194904,0.4782608695652174,0.5217391304347826,1.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,8,0.7640078402687769,3,0.9130434782608695,False,2,0-2-1-3,12,2-0-1-3,-0.06325932894393327,0.4782608695652174,0.4347826086956521,0.916990083009917
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,LE,G,P,9,0.8624527464159227,1,1.0,True,0,0-1-2-3,6,1-0-2-3,0.02649105236533289,0.4782608695652174,0.5217391304347826,1.0
