protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,subject,split,shape_norm,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,z_0,z_1,z_2,z_3,z_4,z_5
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,A,4.34481272754224,0.9550536521054143,1.6494658377482299,2.0557097953785304,2.0098224232399313,2.5117505979006807,0.8187262102113156,0.21981468753560432,0.3796402609696125,0.47314117415168727,0.46257975873147505,0.578103305115643,0.1884376293185944
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,B,4.545598663971131,0.868880693763467,1.8194155058155335,2.443709633375669,1.866512280537962,2.528703779669339,0.8644727295485881,0.19114769208515967,0.4002587206469419,0.5375990741868074,0.41061968258045406,0.5562971935274659,0.19017797070394385
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,1,F,4.373088973161232,0.8549451293202815,1.7135112892667201,2.226432076454756,1.915916246581929,2.4947647618745417,0.7779903486015894,0.19550142578102092,0.39183087739192557,0.5091211475730177,0.4381150848611584,0.5704811352308523,0.17790407498596889
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,A,2.1825081937948014,0.5193102570611026,1.1458905086561186,0.6853777261322695,0.9780656871502862,0.794325341870822,1.0598518530753245,0.23794195070496396,0.5250337716550423,0.3140321434214549,0.44813838038779136,0.36395068029032296,0.48561185524464123
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,B,1.8548080278933154,0.4875508608296053,0.86686582081464,0.540565714121148,0.9541033609966059,0.5913339733279694,0.94812986683523,0.2628578556366094,0.46736147772620074,0.2914402493368118,0.5143946686926265,0.31881141575584215,0.5111741229156274
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,2,F,1.8562011516057255,0.36602893925782004,0.9518648891869954,0.5037085709238873,0.9155113507543514,0.6186314071855484,0.9648163492824072,0.1971924965897058,0.5128026606187455,0.2713652938358265,0.49321774742052016,0.3332782153757394,0.5197800617932938
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,A,4.788701298329056,1.5833361267322819,1.7252716634072538,2.6056673441913607,1.7130857238460493,2.448871228772551,1.3141572283811331,0.3306399852679813,0.36027965745310964,0.5441281846292163,0.35773493002033857,0.5113852537904269,0.27442873265862044
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,B,3.193510103349273,1.1754032281728646,1.238926448486847,1.5710108764067985,1.3043875404480338,1.52205744904549,0.8920954987976731,0.36805996854061346,0.3879513163861583,0.4919385959540763,0.4084494797996803,0.4766095612001335,0.27934638373683734
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,3,F,3.873576339519109,1.3148357357369844,1.4164270378169588,2.0462350188609095,1.4687377311182417,1.9543417865917259,1.051577385935392,0.3394371558713663,0.3656639016937002,0.5282547288366962,0.37916839694982757,0.5045316305381891,0.27147454800540777
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,4,A,1.5611700397715613,0.5906721715764828,0.6111374178511748,0.7034202916163741,0.6645176478654323,0.6683189282074999,0.5760515033614323,0.3783522335996872,0.3914611491907696,0.45057250247980823,0.4256536001438178,0.4280884920807806,0.3689870345229807
